,Existing account,Duration month,Credit history,Purpose,Credit amount,Saving,Employment duration,Installment rate,Personal status,Debtors,Residential Duration,Property,Age,Installment plans,Housing,Number of credits,Job,Liable People,Telephone,Foreign worker,Classification
85,3,0.3563982738645374,4,9,0.40223768814357697,0,2,1.0,1,2,0.44250704934976004,0,0.3037189394167412,2,1,0.44250704934976004,3,0.0,1,0,1
86,1,0.4979449260045862,4,3,0.38211844025518116,0,1,1.0,1,0,0.0,1,0.2520389271633996,2,1,0.44250704934976004,2,0.0,0,0,1
87,1,0.7465363402620467,2,7,0.9117831798938534,1,2,0.0,2,0,1.0,3,0.6557813017309195,2,2,0.0,2,1.0,1,0,2
88,0,0.4979449260045862,2,0,0.5105277126715317,1,3,1.0,2,0,0.7564707973660301,2,0.32828058482669586,2,1,0.0,3,1.0,1,0,1
89,0,0.3563982738645374,0,6,0.3458466761426413,0,3,1.0,2,0,0.7564707973660301,0,0.2783245389773006,2,1,0.44250704934976004,2,0.0,0,0,2
90,3,0.3563982738645374,4,4,0.21011407564220352,0,4,1.0,2,0,1.0,0,0.7845079830865336,2,1,0.0,2,0.0,0,0,1
91,0,0.3563982738645374,4,1,0.4017429502525003,0,4,1.0,2,0,0.7564707973660301,0,0.7577528864112137,2,1,0.0,2,0.0,0,0,1
92,3,0.3563982738645374,4,4,0.2692394684532182,4,4,1.0,1,0,0.7564707973660301,1,0.3974740277631241,0,1,0.0,1,1.0,0,0,2
93,2,0.6003077167403134,4,3,0.6210933502619747,4,4,1.0,2,1,1.0,3,0.03654691024993317,2,0,0.44250704934976004,2,0.0,0,0,1
94,1,0.3563982738645374,2,0,0.3862132334748547,3,4,1.0,2,0,1.0,0,0.7577528864112137,2,1,0.0,2,0.0,1,0,1
95,1,0.8943961274150246,0,9,0.9663640452818267,0,1,0.7564707973660301,2,0,1.0,3,0.8103403040715502,2,0,0.0,2,0.0,1,0,2
96,3,0.3563982738645374,4,7,0.484619009152772,4,3,1.0,1,0,0.44250704934976004,2,0.8474915411569031,2,1,0.0,2,0.0,0,0,1
97,1,0.4979449260045862,2,9,0.5462325776259136,1,2,1.0,2,0,1.0,2,0.4191875211794285,2,1,0.0,2,0.0,0,0,1
98,1,0.7465363402620467,4,4,0.5194582412052782,0,4,1.0,2,0,1.0,0,0.46081284458896565,2,1,0.0,2,0.0,0,0,1
99,1,0.5352752709813305,3,1,0.7766423869900949,4,3,0.7564707973660301,2,0,1.0,1,0.46081284458896565,0,0,0.44250704934976004,3,1.0,1,0,1
100,3,0.6003077167403134,2,0,0.41144327424020877,1,4,1.0,3,0,1.0,0,0.5557578665801408,2,0,0.0,1,0.0,0,0,1
101,1,0.7465363402620467,2,4,0.5180601944193919,0,3,1.0,2,0,1.0,2,0.16714859401602888,2,0,0.0,2,0.0,0,0,1
102,3,0.12550150493665424,3,4,0.3056212680987487,0,2,0.7564707973660301,1,0,0.44250704934976004,0,0.16714859401602888,2,1,0.0,2,0.0,0,0,1
103,1,0.25853846123061575,4,3,0.4736085710828746,0,3,1.0,2,0,0.7564707973660301,2,0.4402892848174531,2,0,0.0,2,0.0,1,0,1
104,3,0.3563982738645374,2,1,0.5299698941199171,4,1,0.44250704934976004,3,0,1.0,2,0.22479726790398669,2,0,0.0,2,0.0,1,0,1
105,1,0.6003077167403134,4,2,0.8989997678912607,0,2,0.44250704934976004,2,1,0.7564707973660301,2,0.5192109563302072,2,1,0.44250704934976004,3,1.0,1,0,2
106,3,0.4979449260045862,1,0,0.7559983004672111,0,4,0.44250704934976004,2,0,1.0,3,0.5192109563302072,0,1,0.44250704934976004,3,1.0,1,0,2
107,1,0.3563982738645374,2,0,0.7418842068538267,0,3,0.44250704934976004,2,0,0.44250704934976004,2,0.375112275481718,2,1,0.0,2,0.0,0,0,1
108,0,0.6003077167403134,2,3,0.7975714947686323,4,1,0.0,1,0,0.44250704934976004,1,0.32828058482669586,2,1,0.0,2,0.0,1,1,1
109,1,0.4097737660446762,2,9,0.4019079797454994,2,4,0.0,3,0,0.44250704934976004,0,0.4402892848174531,2,1,0.0,2,0.0,1,0,1
110,1,0.12550150493665424,3,9,0.4082545382089702,1,4,0.0,0,0,0.44250704934976004,2,0.3520623623141783,0,1,0.44250704934976004,2,1.0,0,0,1
111,2,0.43384612818214896,2,7,0.10436581654805765,0,1,1.0,1,0,1.0,1,0.1365703454007119,2,0,0.0,2,0.0,1,0,1
112,1,0.4979449260045862,2,0,0.7487509745416938,0,3,0.7564707973660301,2,0,0.7564707973660301,0,0.2783245389773006,2,0,0.0,1,0.0,0,0,1
113,3,0.7465363402620467,4,0,0.8015761805339756,0,2,1.0,1,0,0.44250704934976004,0,0.19652738189166818,1,1,0.44250704934976004,2,0.0,1,0,2
114,0,0.3563982738645374,2,4,0.4426644374470188,2,4,0.7564707973660301,3,0,0.0,0,0.4402892848174531,2,1,0.0,2,0.0,0,0,1
115,3,0.8513107266136218,4,4,0.6185705551039866,4,4,1.0,2,0,0.0,0,0.6557813017309195,2,1,0.0,2,0.0,1,0,1
116,0,0.8025904231702906,2,4,0.7804694342771006,4,3,1.0,1,0,0.7564707973660301,2,0.32828058482669586,2,1,0.0,3,0.0,1,0,2
117,0,0.29408841067471125,4,3,0.498097395456895,4,1,0.44250704934976004,1,1,0.7564707973660301,0,0.2520389271633996,2,0,0.44250704934976004,2,0.0,0,1,1
118,0,0.714997097804485,4,3,0.6603155058627441,2,2,0.0,1,0,1.0,2,0.1365703454007119,2,1,0.44250704934976004,2,0.0,0,0,2
119,1,0.3563982738645374,4,0,0.5223277562319426,2,3,0.7564707973660301,0,0,0.7564707973660301,2,0.46081284458896565,2,1,0.0,3,0.0,1,0,1
120,0,0.5526268719053268,2,4,0.46319521409800424,0,2,0.7564707973660301,1,0,0.44250704934976004,0,0.19652738189166818,2,1,0.44250704934976004,2,0.0,1,0,2
121,3,0.6003077167403134,4,1,0.6367065999050907,0,4,1.0,1,0,0.44250704934976004,2,0.5557578665801408,2,0,0.44250704934976004,3,0.0,1,0,1
122,3,0.3563982738645374,2,3,0.4545418659240035,0,2,0.7564707973660301,2,0,0.44250704934976004,0,0.16714859401602888,2,0,0.0,1,0.0,0,0,1
123,2,0.29408841067471125,4,0,0.2645248953407464,0,4,1.0,2,0,1.0,3,0.8712733186443855,2,2,0.44250704934976004,2,0.0,1,0,1
124,1,0.4979449260045862,2,3,0.4742139656767197,4,1,1.0,1,0,0.7564707973660301,0,0.2520389271633996,2,0,0.0,2,0.0,0,0,2
125,0,0.3563982738645374,4,0,0.4968938604648534,0,2,1.0,2,0,0.44250704934976004,1,0.32828058482669586,2,1,0.44250704934976004,2,0.0,0,0,1
126,0,0.3563982738645374,2,4,0.23940360442731712,0,2,1.0,3,0,0.44250704934976004,0,0.5377072805697165,2,1,0.0,1,0.0,0,0,1
127,1,0.3563982738645374,2,6,0.21788009518772,0,2,1.0,2,0,0.44250704934976004,2,0.32828058482669586,2,1,0.0,2,0.0,0,0,2
128,1,0.3563982738645374,4,1,0.46634341045060856,0,0,1.0,2,0,0.44250704934976004,2,0.4191875211794285,2,1,0.44250704934976004,3,0.0,1,0,1
129,0,0.3563982738645374,4,0,0.6133749295708268,0,2,0.7564707973660301,1,1,0.44250704934976004,0,0.3037189394167412,2,1,0.44250704934976004,2,0.0,0,0,2
130,1,0.8513107266136218,2,0,0.8195872690203219,4,3,0.0,1,0,0.44250704934976004,2,0.16714859401602888,2,1,0.0,2,0.0,0,0,1
131,0,0.7465363402620467,3,7,0.7709671316455498,0,2,1.0,2,0,0.7564707973660301,1,0.3037189394167412,1,1,0.0,2,0.0,1,0,2
132,3,0.43384612818214896,2,3,0.5537420704754168,0,1,0.44250704934976004,2,0,0.7564707973660301,1,0.2520389271633996,0,1,0.44250704934976004,1,0.0,0,0,1
133,3,0.4979449260045862,2,3,0.481358488348105,0,2,1.0,2,0,1.0,3,0.6557813017309195,0,2,0.44250704934976004,2,0.0,0,0,1
134,3,0.9330159884761532,2,4,0.8610973073289774,1,3,0.44250704934976004,1,0,1.0,0,0.07139333606497722,2,1,0.0,2,0.0,1,0,1
135,3,0.3563982738645374,4,4,0.3720241704897431,4,4,1.0,1,0,0.44250704934976004,0,0.5002463213084094,2,1,0.44250704934976004,2,0.0,1,0,1
136,3,0.6425784273978855,3,1,0.8230172849308848,3,2,0.44250704934976004,2,0,0.44250704934976004,2,0.2520389271633996,2,1,0.44250704934976004,2,0.0,0,0,1
137,1,0.3563982738645374,2,4,0.2600165409209729,2,2,1.0,2,0,0.7564707973660301,0,0.9055875504250546,2,1,0.0,1,0.0,0,0,2
138,1,0.43384612818214896,4,4,0.5554542818741961,4,3,1.0,2,2,0.44250704934976004,0,0.4402892848174531,0,1,0.7564707973660301,2,0.0,1,0,1
139,2,0.3563982738645374,2,4,0.4689553832977744,0,2,0.44250704934976004,1,0,0.44250704934976004,2,0.607437878833482,2,0,0.0,1,0.0,1,0,1
140,2,0.12550150493665424,2,0,0.2420412993948846,3,1,0.44250704934976004,3,0,0.44250704934976004,0,0.2520389271633996,2,1,0.0,0,0.0,0,1,1
141,1,0.7465363402620467,2,4,0.6867032532073893,0,1,1.0,1,0,0.0,3,0.32828058482669586,2,1,0.0,3,0.0,1,0,1
142,0,0.6425784273978855,2,4,0.6077883524873768,0,2,0.7564707973660301,2,0,0.44250704934976004,2,0.2520389271633996,2,1,0.0,3,0.0,0,0,1
143,0,0.4979449260045862,2,3,0.5315821065261357,0,2,0.44250704934976004,2,0,0.44250704934976004,2,0.10469050988644657,2,1,0.0,2,0.0,0,0,2
144,3,0.5526268719053268,4,3,0.5145278946176297,0,1,1.0,1,0,1.0,1,0.1365703454007119,2,1,0.0,2,0.0,1,0,1
145,1,0.8513107266136218,1,9,0.6177887774081783,1,3,1.0,2,0,0.44250704934976004,2,0.32828058482669586,2,1,0.0,2,0.0,0,0,1
146,0,0.12550150493665424,4,0,0.2869270188123467,0,4,0.0,1,0,1.0,3,0.5192109563302072,2,1,0.44250704934976004,2,0.0,1,0,1
147,3,0.3563982738645374,4,0,0.2330166222074379,1,3,1.0,1,0,0.7564707973660301,2,0.7157383382218758,2,1,0.44250704934976004,2,0.0,1,0,1
148,0,0.7465363402620467,4,3,0.7131040346203459,0,2,0.7564707973660301,2,2,0.44250704934976004,1,0.2783245389773006,2,1,0.44250704934976004,2,0.0,0,0,1
149,3,0.4979449260045862,4,4,0.4286823790601433,3,4,1.0,2,0,1.0,2,0.6400109703637957,2,1,0.44250704934976004,2,0.0,0,0,1
150,3,0.12550150493665424,2,4,0.39110289152715394,1,4,0.44250704934976004,2,0,1.0,3,0.5733836932529157,0,2,0.0,2,1.0,1,0,1
151,3,0.29408841067471125,2,4,0.4742139656767197,0,2,0.0,2,0,1.0,1,0.5002463213084094,2,1,0.0,2,0.0,1,1,1
152,2,0.7465363402620467,2,4,0.7329062260480339,0,2,1.0,2,0,0.0,2,0.16714859401602888,2,1,0.0,2,0.0,0,0,1
153,1,0.6003077167403134,4,1,0.798684169367665,3,4,0.44250704934976004,1,0,1.0,3,0.3037189394167412,2,0,0.0,2,0.0,0,0,1
154,1,0.6003077167403134,3,9,0.7736550840324723,1,3,1.0,2,0,1.0,2,0.46081284458896565,2,0,0.0,3,0.0,1,0,1
155,0,0.3563982738645374,2,3,0.3797717254032573,0,2,0.44250704934976004,1,0,1.0,2,0.03654691024993317,2,0,0.0,2,0.0,0,0,2
156,0,0.25853846123061575,4,6,0.38085776511887537,1,4,0.7564707973660301,2,2,1.0,0,0.6712264483428281,2,1,0.44250704934976004,2,1.0,0,1,1
157,0,0.3563982738645374,1,8,0.07064523209249485,0,4,1.0,3,0,0.0,2,0.6239014662166538,0,1,0.0,1,0.0,0,0,1
158,1,0.6003077167403134,2,0,0.6142379173471546,1,3,0.44250704934976004,2,0,0.7564707973660301,2,0.5002463213084094,0,1,0.44250704934976004,2,0.0,1,0,1
159,3,0.12550150493665424,4,4,0.4710485788533272,4,2,0.0,2,0,0.44250704934976004,0,0.4191875211794285,2,1,0.44250704934976004,1,1.0,0,0,1
160,3,0.6003077167403134,4,4,0.5674238836580581,1,4,0.7564707973660301,2,0,1.0,0,0.46081284458896565,2,1,0.0,2,1.0,1,0,1
161,3,0.4979449260045862,4,0,0.3344476071887674,0,1,1.0,1,0,0.0,1,0.32828058482669586,2,1,0.44250704934976004,2,0.0,0,0,1
162,3,0.43384612818214896,2,5,0.3761145552802505,2,3,1.0,2,0,0.7564707973660301,1,0.46081284458896565,2,1,0.44250704934976004,2,0.0,1,0,1
163,1,0.29408841067471125,2,0,0.7847766171053299,0,0,0.44250704934976004,2,0,1.0,3,0.9490236637701055,0,2,0.0,3,0.0,1,0,1
164,3,0.7465363402620467,2,0,0.2998110868336774,2,4,1.0,2,0,1.0,1,0.46081284458896565,2,1,0.0,2,0.0,0,0,1
165,3,0.12550150493665424,2,3,0.5758574969814134,2,2,0.0,2,0,0.44250704934976004,2,0.375112275481718,2,1,0.0,2,0.0,1,0,1
166,0,0.4979449260045862,2,3,0.350624893068501,0,0,1.0,1,0,0.44250704934976004,2,0.3974740277631241,2,1,0.0,2,0.0,0,0,2
167,1,0.326542971765594,2,3,0.42794598461452216,3,1,1.0,1,0,0.0,0,0.03654691024993317,2,1,0.0,2,0.0,0,0,1
168,3,0.6003077167403134,2,3,0.6428810260146296,0,3,0.44250704934976004,1,0,1.0,1,0.19652738189166818,2,0,0.0,2,0.0,1,0,1
169,1,0.6003077167403134,4,9,0.47554031735719415,0,4,1.0,0,0,1.0,0,0.3520623623141783,2,1,0.44250704934976004,2,0.0,1,0,2
170,0,0.43384612818214896,0,0,0.310069315993841,0,4,1.0,2,0,0.7564707973660301,2,0.3974740277631241,2,0,0.44250704934976004,2,1.0,0,0,2
171,3,0.3563982738645374,2,3,0.25910429642175714,0,2,1.0,1,0,0.0,0,0.22479726790398669,2,1,0.0,2,0.0,1,0,1
172,1,0.6003077167403134,3,3,0.4905556981123038,0,0,0.7564707973660301,1,0,0.44250704934976004,1,0.4191875211794285,2,1,0.0,3,0.0,1,0,2
173,1,0.21923981534903902,2,4,0.4025669301929866,0,2,1.0,2,2,0.44250704934976004,0,0.3974740277631241,2,1,0.0,2,0.0,0,1,1
